List_price,Address,Beds,Baths,Living_sqft,Status,Time on Redfin,Property Type,HOA Dues,Year Built,Est. Mo. Payment,Price/Sq.Ft.,Drought_Score,Walk_score,Neighbourhood_Homes,Transit_score,Groceries_stores,Services,Emergency,Shopping,Food_and_Drink,Schools,Competitive_Score,page_view_count,page_fav_count_30,page_fav_all_time_count,has_supercenter,has_major_indian_grocery,has_major_entertainment,has_indian_restaurant,has_chinese_restaurant,has_mexican_restaurant,has_boba,has_starbucks,property_url,has_healthcare_support,has_mall
"21,00,000","2583 Alma St,PALO ALTO, CA 94301",4.0,3.0,1822.0,,,Triplex,,1955.0,"$11,751","$1,153",,72,2.0,,8,79,1,9,65,"[{'El Carmelo Elementary School': '8', 'Jane Lathrop Stanford Middle School': '9', 'Palo Alto High School': '9'}]",99.0,"6,431",149.0,29,1,0,1,1,1,1,1,1,https://www.redfin.com//CA/Palo-Alto/2583-Alma-St-94301/home/1574684,0,0
"22,00,000","3303 Alma St,PALO ALTO, CA 94306",,,7305.0,Contingent,97.0,Residential,,,"$12,310",,,57,,57.0,5,60,1,14,46,"[{'El Carmelo Elementary School': '8', 'Jane Lathrop Stanford Middle School': '9', 'Henry M. Gunn High School': '9'}]",,,,,1,0,1,0,0,1,1,1,https://www.redfin.com//CA/Palo-Alto/3303-Alma-St-94306/home/177964359,0,0
"44,50,000","530 Jefferson Dr,PALO ALTO, CA 94303",2.0,2.5,1968.0,,,Single,,1952.0,"$24,901","$2,261",66.0,44,2.0,,9,42,2,9,37,"[{'Duveneck Elementary School': '8', 'Frank S. Greene Jr. Middle': '7', 'Palo Alto High School': '9'}]",90.0,179,3.0,0,1,0,1,0,0,1,1,1,https://www.redfin.com//CA/Palo-Alto/530-Jefferson-Dr-94303/home/543621,0,0
"32,00,000","290 Curtner Ave,PALO ALTO, CA 94306",8.0,6.0,3120.0,,,Fourplex,,1960.0,"$17,906","$1,026",,83,1.0,,7,65,1,11,60,"[{'Barron Park Elementary School': '7', 'Ellen Fletcher Middle': '7', 'Henry M. Gunn High School': '9'}]",99.0,282,5.0,9,1,0,1,1,0,1,1,1,https://www.redfin.com//CA/Palo-Alto/290-Curtner-Ave-94306/home/1103461,0,0
"40,50,000","220 Matadero Ave,PALO ALTO, CA 94306",4.0,4.0,2618.0,,,Single,,2022.0,"$22,662","$1,547",,78,1.0,,7,70,1,11,69,"[{'Barron Park Elementary School': '7', 'Ellen Fletcher Middle': '7', 'Henry M. Gunn High School': '9'}]",99.0,,,,1,0,1,1,0,1,1,1,https://www.redfin.com//CA/Palo-Alto/220-Matadero-Ave-94306/home/1186150,0,0
"24,98,000","3151 Bryant St,PALO ALTO, CA 94306",3.0,2.0,1448.0,Pending,24.0,Single,,1955.0,"$13,978","$1,725",,55,5.0,55.0,6,69,1,10,54,"[{'El Carmelo Elementary School': '8', 'Jane Lathrop Stanford Middle School': '9', 'Henry M. Gunn High School': '9'}]",99.0,,,,1,0,1,1,0,1,1,1,https://www.redfin.com//CA/Palo-Alto/3151-Bryant-St-94306/home/1272093,0,0
"92,80,000","2001 Webster St,PALO ALTO, CA 94301",5.0,5.0,5042.0,,,Single,,2004.0,"$51,928","$1,841",,51,2.0,51.0,7,83,11,7,57,"[{'Walter Hays Elementary School': '8', 'Frank S. Greene Jr. Middle': '7', 'Palo Alto High School': '9'}]",,255,542.0,49,1,0,1,1,1,1,1,1,https://www.redfin.com//CA/Palo-Alto/2001-Webster-St-94301/home/1464221,0,0
"55,00,000","1221 Waverley St,PALO ALTO, CA 94301",3.0,2.5,3645.0,,,Single,,1993.0,"$30,776","$1,509",,75,1.0,,4,33,3,5,41,"[{'Walter Hays Elementary School': '8', 'Frank S. Greene Jr. Middle': '7', 'Palo Alto High School': '9'}]",90.0,"3,072",145.0,6,1,0,1,1,0,1,1,1,https://www.redfin.com//CA/Palo-Alto/1221-Waverley-St-94301/home/588473,0,0
"24,98,000","4275 Suzanne Dr,PALO ALTO, CA 94306",4.0,1.5,1653.0,,,Single,,1950.0,"$13,978","$1,511",,51,1.0,51.0,14,73,1,18,65,"[{'Juana Briones Elementary School': '7', 'Ellen Fletcher Middle': '7', 'Henry M. Gunn High School': '9'}]",99.0,,,,1,0,1,0,1,1,1,1,https://www.redfin.com//CA/Palo-Alto/4275-Suzanne-Dr-94306/home/1708005,0,0
"29,95,000","3894 Corina Way,PALO ALTO, CA 94303",3.0,2.0,1583.0,,,Single,,1955.0,"$16,759","$1,892",,62,2.0,62.0,6,34,7,18,28,"[{'Fairmeadow Elementary School': '9', 'Jane Lathrop Stanford Middle School': '9', 'Henry M. Gunn High School': '9'}]",99.0,,,,1,0,1,0,1,1,0,1,https://www.redfin.com//CA/Palo-Alto/3894-Corina-Way-94303/home/1258106,0,0
"39,95,000","98 University Dr,MENLO PARK, CA 94025",4.0,3.0,2875.0,Pending,7.0,Single,,1934.0,"$22,355","$1,390",,74,1.0,52.0,8,45,19,16,48,"[{'Oak Knoll Elementary School': '9', 'Hillview Middle School': '8', 'Menlo-Atherton High School': '7'}]",,,,,1,0,0,1,1,1,1,1,https://www.redfin.com//CA/Menlo-Park/98-University-Dr-94025/home/1259648,0,1
"74,88,000","55 Waverley Oaks,PALO ALTO, CA 94301",3.0,3.5,3743.0,Active,26.0,Single,,1928.0,"$41,900","$2,001",,71,2.0,,7,76,12,8,58,"[{'Walter Hays Elementary School': '8', 'Frank S. Greene Jr. Middle': '7', 'Palo Alto High School': '9'}]",,709,36.0,49,1,0,1,1,1,1,1,1,https://www.redfin.com//CA/Palo-Alto/55-Waverley-Oaks-94301/home/1338723,0,0
"39,95,000","1030 Paradise Way,PALO ALTO, CA 94306",4.0,2.0,1964.0,,,Single,,1964.0,"$22,355","$2,034",,29,3.0,,7,55,2,8,55,"[{'Barron Park Elementary School': '7', 'Ellen Fletcher Middle': '7', 'Henry M. Gunn High School': '9'}]",99.0,"2,897",112.0,113,1,0,1,0,1,1,0,1,https://www.redfin.com//CA/Palo-Alto/1030-Paradise-Way-94306/home/1302363,0,0
"26,95,000","411 Stanford Ave,PALO ALTO, CA 94306",3.0,2.0,988.0,,,Single,,1906.0,"$15,080","$2,728",,96,1.0,,8,70,2,4,55,"[{'Escondido Elementary School': '7', 'Frank S. Greene Jr. Middle': '7', 'Palo Alto High School': '9'}]",90.0,,,,1,0,1,1,1,1,1,1,https://www.redfin.com//CA/Palo-Alto/411-Stanford-Ave-94306/home/1082431,0,0
"19,98,000","759 Loma Verde Ave Unit A,PALO ALTO, CA 94303",3.0,2.5,1549.0,,,Townhouse,$580,1985.0,"$11,760","$1,290",,62,2.0,62.0,6,64,1,12,46,"[{'Palo Verde Elementary School': '9', 'Jane Lathrop Stanford Middle School': '9', 'Palo Alto High School': '9'}]",99.0,"1,716",125.0,191,1,0,0,0,1,1,1,1,https://www.redfin.com//CA/Palo-Alto/759-Loma-Verde-Ave-94303/unit-A/home/820304,0,0
"16,00,000","2130 Bowdoin St,PALO ALTO, CA 94306",1.0,1.0,636.0,,,Single,$250,1931.0,"$9,203","$2,516",,46,2.0,,7,68,2,4,54,"[{'Escondido Elementary School': '7', 'Frank S. Greene Jr. Middle': '7', 'Palo Alto High School': '9'}]",,,,,0,0,1,1,1,1,0,1,https://www.redfin.com//CA/Palo-Alto/2130-Bowdoin-St-94306/home/1005461,0,0
"28,95,000","108 Clover Ln,MENLO PARK, CA 94025",3.0,2.0,1540.0,,,Single,,1965.0,"$16,199","$1,880",66.0,74,5.0,,4,41,3,5,73,"[{'Laurel Elementary School': '8', 'Hillview Middle School': '8', 'Menlo-Atherton High School': '7'}]",,,,,1,0,1,1,1,0,1,1,https://www.redfin.com//CA/Menlo-Park/108-Clover-Ln-94025/home/858661,0,0
"35,00,000","2261 Saint Francis Dr,PALO ALTO, CA 94303",4.0,3.5,2268.0,Active,6.0,Single,,2008.0,"$19,585","$1,543",,55,4.0,55.0,4,47,1,11,31,"[{'Duveneck Elementary School': '8', 'Frank S. Greene Jr. Middle': '7', 'Palo Alto High School': '9'}]",,"4,350",369.0,385,1,0,1,0,0,1,1,1,https://www.redfin.com//CA/Palo-Alto/2261-St-Francis-Dr-94303/home/1171904,0,0
"24,37,000","931 Addison Ave,Palo Alto, CA 94301",3.0,2.5,823.0,Active,6.0,Single,,1910.0,"$13,637","$2,961",,56,4.0,56.0,4,39,3,2,50,"[{'Addison Elementary School': '7', 'Frank S. Greene Jr. Middle': '7', 'Palo Alto High School': '9'}]",,"5,860",177.0,178,0,0,1,1,0,1,0,1,https://www.redfin.com//CA/Palo-Alto/931-Addison-Ave-94301/home/1004338,0,0
"17,98,888","295 W Charleston Rd,PALO ALTO, CA 94306",3.0,1.0,1013.0,,,Single,,1950.0,"$10,066","$1,776",,59,1.0,59.0,10,65,1,22,66,"[{'Juana Briones Elementary School': '7', 'Ellen Fletcher Middle': '7', 'Henry M. Gunn High School': '9'}]",99.0,,,,1,0,1,0,1,1,1,1,https://www.redfin.com//CA/Palo-Alto/295-W-Charleston-Rd-94306/home/2120697,0,0
"12,88,000","4250 El Camino Real Unit B217,PALO ALTO, CA 94306",2.0,2.0,1141.0,,,Condo,$743,1983.0,"$7,950","$1,129",,66,2.0,66.0,14,71,1,21,66,"[{'Juana Briones Elementary School': '7', 'Ellen Fletcher Middle': '7', 'Henry M. Gunn High School': '9'}]",99.0,,,,1,0,1,0,1,1,1,1,https://www.redfin.com//CA/Palo-Alto/4250-El-Camino-Real-94306/unit-B217/home/1822627,0,0
"29,50,000","2380 Tasso St,PALO ALTO, CA 94301",3.0,2.0,1500.0,,,Single,,1932.0,"$16,507","$1,967",,63,2.0,63.0,6,84,9,9,60,"[{'Walter Hays Elementary School': '8', 'Frank S. Greene Jr. Middle': '7', 'Palo Alto High School': '9'}]",,"5,758",191.0,482,1,0,1,1,1,1,1,1,https://www.redfin.com//CA/Palo-Alto/2380-Tasso-St-94301/home/592549,0,0
"39,88,000","1920 Bryant St,PALO ALTO, CA 94301",3.0,2.0,1885.0,,,Single,,1938.0,"$22,316","$2,116",,70,2.0,,7,77,13,6,57,"[{'Walter Hays Elementary School': '8', 'Frank S. Greene Jr. Middle': '7', 'Palo Alto High School': '9'}]",,,,,1,0,1,1,1,1,1,1,https://www.redfin.com//CA/Palo-Alto/1920-Bryant-St-94301/home/591373,0,0
"38,98,800","3885 Page Mill Rd,LOS ALTOS HILLS, CA 94022",4.0,3.0,2880.0,,,Single,,1981.0,"$21,816","$1,354",71.0,0,15.0,,10,55,1,17,57,"[{'Gardner Bullis Elementary School': '9', 'Ardis G. Egan Junior High School': '8', 'Los Altos High School': '8'}]",95.0,"1,240",103.0,104,1,0,1,1,0,1,1,1,https://www.redfin.com//CA/Los-Altos/3885-Page-Mill-Rd-94022/home/63844547,0,0
"18,99,000","4388 El Camino Real #18,LOS ALTOS, CA 94022",3.0,2.5,1600.0,Active,7.0,Townhouse,$594,2009.0,"$11,220","$1,187",,81,1.0,,14,70,2,22,61,"[{'Santa Rita Elementary School': '7', 'Ardis G. Egan Junior High School': '8', 'Los Altos High School': '8'}]",99.0,"2,026",97.0,148,1,0,1,0,1,1,1,1,https://www.redfin.com//CA/Los-Altos/4388-El-Camino-Real-94022/unit-18/home/23047442,0,0
"54,98,000","1509 Edgewood Dr,PALO ALTO, CA 94303",4.0,3.0,3080.0,,,Single,,1953.0,"$30,765","$1,785",66.0,48,2.0,,10,44,2,8,34,"[{'Duveneck Elementary School': '8', 'Frank S. Greene Jr. Middle': '7', 'Palo Alto High School': '9'}]",90.0,,,,1,0,1,0,0,1,0,1,https://www.redfin.com//CA/Palo-Alto/1509-Edgewood-Dr-94303/home/542529,0,0
"19,95,000","4103 Middlefield Rd,PALO ALTO, CA 94303",3.0,1.0,1097.0,,,Single,,1951.0,"$11,163","$1,819",,80,2.0,,6,36,9,19,35,"[{'Fairmeadow Elementary School': '9', 'Jane Lathrop Stanford Middle School': '9', 'Henry M. Gunn High School': '9'}]",99.0,,,,1,0,1,0,1,1,1,1,https://www.redfin.com//CA/Palo-Alto/4103-Middlefield-Rd-94303/home/593688,0,1
"38,95,000","1469 Dana Ave,PALO ALTO, CA 94301",3.0,2.0,2493.0,Active,8.0,Single,,1931.0,"$21,795","$1,562",,42,4.0,,10,47,1,5,33,"[{'Duveneck Elementary School': '8', 'Frank S. Greene Jr. Middle': '7', 'Palo Alto High School': '9'}]",,,,,1,0,1,0,0,1,0,1,https://www.redfin.com//CA/Palo-Alto/1469-Dana-Ave-94301/home/853784,0,0
"34,80,000","2080 Channing Ave,PALO ALTO, CA 94303",4.0,3.5,3213.0,Active,8.0,Single,,2015.0,"$19,473","$1,083",,53,4.0,53.0,5,46,1,11,32,"[{'Duveneck Elementary School': '8', 'Frank S. Greene Jr. Middle': '7', 'Palo Alto High School': '9'}]",,,,,1,0,1,0,0,1,1,1,https://www.redfin.com//CA/Palo-Alto/2080-Channing-Ave-94303/home/80163166,0,0
"37,98,000","171 Everett Ave,PALO ALTO, CA 94301",4.0,3.5,2446.0,Active,8.0,Single,,2010.0,"$21,252","$1,553",,90,2.0,58.0,1,35,4,8,91,"[{'Addison Elementary School': '7', 'Frank S. Greene Jr. Middle': '7', 'Palo Alto High School': '9'}]",,"4,177",159.0,339,1,0,1,1,1,1,1,1,https://www.redfin.com//CA/Palo-Alto/171-Everett-Ave-94301/home/1349323,0,0
"50,00,000","744 Guinda St,PALO ALTO, CA 94301",4.0,3.0,3372.0,,,Single,,1926.0,"$27,978","$1,483",,75,4.0,,3,43,2,2,57,"[{'Addison Elementary School': '7', 'Frank S. Greene Jr. Middle': '7', 'Palo Alto High School': '9'}]",,"3,101",148.0,272,0,0,1,1,0,1,0,1,https://www.redfin.com//CA/Palo-Alto/744-Guinda-St-94301/home/1343651,0,0
"45,80,000","3224 Emerson St,PALO ALTO, CA 94306",4.0,3.5,2533.0,Active,9.0,Single,,2015.0,"$25,628","$1,808",,52,4.0,52.0,6,62,1,11,52,"[{'El Carmelo Elementary School': '8', 'Jane Lathrop Stanford Middle School': '9', 'Henry M. Gunn High School': '9'}]",90.0,"5,015",264.0,331,1,0,1,0,0,1,1,1,https://www.redfin.com//CA/Palo-Alto/3224-Emerson-St-94306/home/1470832,0,0
"52,50,000","643 Channing Ave,PALO ALTO, CA 94301",8.0,7.0,4580.0,Active,9.0,5+,,1926.0,"$29,377","$1,146",,79,,,2,41,2,3,55,"[{'Addison Elementary School': '7', 'Frank S. Greene Jr. Middle': '7', 'Palo Alto High School': '9'}]",,874,25.0,3,0,0,1,1,0,1,0,1,https://www.redfin.com//CA/Palo-Alto/643-Channing-Ave-94301/home/587616,0,0
"22,95,000","674 Webster St,PALO ALTO, CA 94301",3.0,2.5,1552.0,,,Townhouse,$200,1976.0,"$13,042","$1,479",,92,1.0,51.0,2,44,2,2,64,"[{'Addison Elementary School': '7', 'Frank S. Greene Jr. Middle': '7', 'Palo Alto High School': '9'}]",,,,,0,0,1,1,0,1,0,1,https://www.redfin.com//CA/Palo-Alto/674-Webster-St-94301/home/1069397,0,0
"24,98,000","1111 Alma St,PALO ALTO, CA 94301",3.0,2.0,1107.0,,,Single,,1923.0,"$13,978","$2,257",,93,4.0,51.0,4,35,4,6,68,"[{'Addison Elementary School': '7', 'Frank S. Greene Jr. Middle': '7', 'Palo Alto High School': '9'}]",,,,,1,0,1,1,0,1,1,1,https://www.redfin.com//CA/Palo-Alto/1111-Alma-St-94301/home/1279432,0,0
"37,98,000","901 Hutchinson Ave,PALO ALTO, CA 94301",3.0,2.0,1901.0,,,Single,,1941.0,"$21,252","$1,998",,34,1.0,,7,51,3,5,36,"[{'Duveneck Elementary School': '8', 'Frank S. Greene Jr. Middle': '7', 'Palo Alto High School': '9'}]",90.0,"4,771",206.0,12,1,0,1,1,0,1,0,1,https://www.redfin.com//CA/Palo-Alto/901-Hutchinson-Ave-94301/home/547385,0,0
"53,99,000","1427 Byron St,PALO ALTO, CA 94301",4.0,3.0,3030.0,,,Single,,1935.0,"$30,211","$1,782",,42,4.0,,5,55,2,4,30,"[{'Walter Hays Elementary School': '8', 'Frank S. Greene Jr. Middle': '7', 'Palo Alto High School': '9'}]",,,,,1,0,1,1,0,0,1,0,https://www.redfin.com//CA/Palo-Alto/1427-Byron-St-94301/home/1465669,0,0
"17,70,000","770 Bryant St,PALO ALTO, CA 94301",2.0,2.0,1185.0,Active,15.0,Condo,$700,1979.0,"$10,604","$1,494",,98,3.0,55.0,4,41,4,5,74,"[{'Addison Elementary School': '7', 'Frank S. Greene Jr. Middle': '7', 'Palo Alto High School': '9'}]",,210,29.0,108,1,0,1,1,1,1,1,1,https://www.redfin.com//CA/Palo-Alto/770-Bryant-St-94301/home/590014,0,0
"10,50,000","101 Alma St #204,PALO ALTO, CA 94301",1.0,1.0,1053.0,,,Condo,$957,1960.0,"$6,832",$997,,83,1.0,57.0,1,39,3,12,92,"[{'Addison Elementary School': '7', 'Frank S. Greene Jr. Middle': '7', 'Palo Alto High School': '9'}]",,729,17.0,30,1,0,1,1,1,1,1,1,https://www.redfin.com//CA/Palo-Alto/101-Alma-St-94301/unit-204/home/1854009,0,1
"47,95,000","1909 Menalto Ave,MENLO PARK, CA 94025",4.0,4.5,2514.0,,,Single,,2020.0,"$26,831","$1,907",66.0,73,5.0,,8,50,4,5,49,"[{'Laurel Elementary School': '8', 'Hillview Middle School': '8', 'Menlo-Atherton High School': '7'}]",,,,,0,0,1,1,0,1,0,1,https://www.redfin.com//CA/Menlo-Park/1909-Menalto-Ave-94025/home/172806074,0,0
"56,95,000","776 Rosewood Dr,PALO ALTO, CA 94303",4.0,3.5,3000.0,,,Single,,2022.0,"$31,867","$1,898",,71,5.0,,4,70,4,8,33,"[{'El Carmelo Elementary School': '8', 'Jane Lathrop Stanford Middle School': '9', 'Palo Alto High School': '9'}]",99.0,"3,269",63.0,248,1,0,0,0,0,1,1,1,https://www.redfin.com//CA/Palo-Alto/776-Rosewood-Dr-94303/home/779609,0,0
"95,00,000","2111 Barbara Dr,PALO ALTO, CA 94303",5.0,5.0,4003.0,Active,20.0,Single,,2015.0,"$53,159","$2,373",,44,1.0,,3,59,11,12,35,"[{'Walter Hays Elementary School': '8', 'Frank S. Greene Jr. Middle': '7', 'Palo Alto High School': '9'}]",90.0,,,,1,0,1,0,0,1,1,1,https://www.redfin.com//CA/Palo-Alto/2111-Barbara-Dr-94303/home/1650658,0,0
"8,75,000","4250 El Camino Real Unit A102,PALO ALTO, CA 94306",1.0,1.0,885.0,,,Condo,$710,1983.0,"$5,606",$989,,66,2.0,66.0,14,71,1,21,66,"[{'Juana Briones Elementary School': '7', 'Ellen Fletcher Middle': '7', 'Henry M. Gunn High School': '9'}]",99.0,"2,200",57.0,5,1,0,1,0,1,1,1,1,https://www.redfin.com//CA/Palo-Alto/4250-El-Camino-Real-94306/unit-A102/home/1749205,0,0
"16,98,000","1345 Alma St,PALO ALTO, CA 94301",2.0,2.5,1295.0,Active,21.0,Townhouse,$585,1983.0,"$10,086","$1,311",,78,1.0,,7,42,5,5,51,"[{'Walter Hays Elementary School': '8', 'Frank S. Greene Jr. Middle': '7', 'Palo Alto High School': '9'}]",,"3,650",99.0,198,1,0,1,1,0,1,1,1,https://www.redfin.com//CA/Palo-Alto/1345-Alma-St-94301/home/591197,0,0
"10,99,000","3073 Middlefield Rd #101,PALO ALTO, CA 94306",1.0,1.0,876.0,Active,26.0,Condo,$572,1986.0,"$6,722","$1,255",,71,1.0,,6,63,24,11,46,"[{'El Carmelo Elementary School': '8', 'Jane Lathrop Stanford Middle School': '9', 'Palo Alto High School': '9'}]",99.0,,,,1,0,0,0,0,1,1,1,https://www.redfin.com//CA/Palo-Alto/3073-Middlefield-Rd-94306/unit-101/home/1136076,0,0
"18,50,000","685 High St Unit 5F,PALO ALTO, CA 94301",2.0,3.0,1490.0,,,Condo,$826,1981.0,"$11,178","$1,242",,98,3.0,57.0,3,38,4,6,85,"[{'Addison Elementary School': '7', 'Frank S. Greene Jr. Middle': '7', 'Palo Alto High School': '9'}]",,"1,985",58.0,10,1,0,1,1,1,1,1,1,https://www.redfin.com//CA/Palo-Alto/685-High-St-94301/unit-5F/home/589719,0,0
"18,20,000","685 High St Unit 2C,PALO ALTO, CA 94301",2.0,2.5,1468.0,Active,29.0,Condo,$780,1981.0,"$10,964","$1,240",,98,3.0,57.0,3,38,4,6,85,"[{'Addison Elementary School': '7', 'Frank S. Greene Jr. Middle': '7', 'Palo Alto High School': '9'}]",,,,,1,0,1,1,1,1,1,1,https://www.redfin.com//CA/Palo-Alto/685-High-St-94301/unit-2C/home/688183,0,0
"9,98,000","280 Waverley St,PALO ALTO, CA 94301",2.0,1.0,865.0,Active,35.0,Condo,$400,1973.0,"$5,984","$1,154",,90,1.0,56.0,2,35,2,6,78,"[{'Addison Elementary School': '7', 'Frank S. Greene Jr. Middle': '7', 'Palo Alto High School': '9'}]",,"2,624",65.0,252,1,0,1,1,1,1,1,1,https://www.redfin.com//CA/Palo-Alto/280-Waverley-St-94301/home/588005,0,0
"34,90,000","274 Tennessee Ln,PALO ALTO, CA 94306",4.0,2.0,1554.0,Active,36.0,Single,,1950.0,"$19,529","$2,246",,67,1.0,67.0,9,70,1,17,67,"[{'Juana Briones Elementary School': '7', 'Ellen Fletcher Middle': '7', 'Henry M. Gunn High School': '9'}]",99.0,,,,1,0,1,0,1,1,1,1,https://www.redfin.com//CA/Palo-Alto/274-Tennessee-Ln-94306/home/1466060,0,0
"42,80,000","1031 Embarcadero Rd,PALO ALTO, CA 94303",5.0,4.0,3085.0,Active,41.0,Single,,2021.0,"$23,949","$1,387",,56,4.0,56.0,5,47,1,11,33,"[{'Duveneck Elementary School': '8', 'Frank S. Greene Jr. Middle': '7', 'Palo Alto High School': '9'}]",,"10,045",213.0,"1,317",1,0,1,0,0,1,1,1,https://www.redfin.com//CA/Palo-Alto/1031-Embarcadero-Rd-94303/home/545253,0,0
"44,88,000","2388 Waverley St,PALO ALTO, CA 94301",4.0,2.5,2046.0,Active,41.0,Single,,1925.0,"$25,113","$2,194",,73,2.0,,7,81,5,8,61,"[{'Walter Hays Elementary School': '8', 'Frank S. Greene Jr. Middle': '7', 'Palo Alto High School': '9'}]",,"9,999",347.0,20,1,0,1,1,1,1,1,1,https://www.redfin.com//CA/Palo-Alto/2388-Waverley-St-94301/home/911894,0,0
"19,80,000","542 Woodhams Rd,SANTA CLARA, CA 95051",4.0,3.0,1810.0,Active,12.0,Single,,1963.0,"$11,079","$1,094",,54,12.0,54.0,9,82,4,14,59,"[{'Sutter Elementary School': '6', 'Buchser Middle School': '5', 'Santa Clara High School': '6'}]",93.0,,,,1,0,0,1,1,1,1,1,https://www.redfin.com//CA/Santa-Clara/542-Woodhams-Rd-95051/home/1450005,0,0
"18,88,888","945 Live Oak Dr,SANTA CLARA, CA 95051",4.0,3.0,1860.0,,,Single,,1964.0,"$10,570","$1,016",,44,5.0,58.0,9,72,3,20,75,"[{'Neighborhood Christian Center': '-', 'Delphi Academy San Francisco Bay': '-', 'Stratford School': '-', 'Monticello Academy': '-', 'Pomeroy Elementary School': '4', 'Juan Cabrillo Middle School': '6', 'Santa Clara High School': '6'}]",92.0,"2,325",126.0,19,1,0,0,1,1,1,1,1,https://www.redfin.com//CA/Santa-Clara/945-Live-Oak-Dr-95051/home/1149110,0,0
"14,99,000","636 Barto St,SANTA CLARA, CA 95051",4.0,2.0,1092.0,,,Single,,1953.0,"$8,388","$1,373",,52,12.0,52.0,7,81,2,18,50,"[{'Sutter Elementary School': '6', 'Buchser Middle School': '5', 'Santa Clara High School': '6'}]",93.0,"3,031",156.0,285,1,0,0,1,1,1,1,1,https://www.redfin.com//CA/Santa-Clara/636-Barto-St-95051/home/1324305,0,1
"21,98,999","386 Monroe St,SANTA CLARA, CA 95050",5.0,3.0,2854.0,,,Single,,2008.0,"$12,305",$770,,68,10.0,68.0,7,75,3,15,64,"[{'Westwood Elementary School': '7', 'Buchser Middle School': '5', 'Santa Clara High School': '6'}]",90.0,,,,1,0,1,1,1,1,1,1,https://www.redfin.com//CA/Santa-Clara/386-Monroe-St-95050/home/1353312,0,0
"15,98,888","618 San Miguel Ave,SANTA CLARA, CA 95050",3.0,2.0,1155.0,Active,22.0,Single,,1957.0,"$8,947","$1,384",,58,13.0,58.0,7,96,1,17,61,"[{'Westwood Elementary School': '7', 'Buchser Middle School': '5', 'Santa Clara High School': '6'}]",90.0,"2,664",100.0,127,1,1,0,0,1,1,1,1,https://www.redfin.com//CA/Santa-Clara/618-San-Miguel-Ave-95050/home/1086996,0,1
"11,60,000","3537 Druffel Pl #1,SANTA CLARA, CA 95051",2.0,2.5,1160.0,Active,23.0,Condo,$312,2009.0,"$6,803","$1,000",,84,7.0,69.0,12,66,3,17,82,"[{'Pomeroy Elementary School': '4', 'Juan Cabrillo Middle School': '6', 'Santa Clara High School': '6'}]",92.0,,,,1,1,1,1,1,0,1,1,https://www.redfin.com//CA/Santa-Clara/3537-Druffel-Pl-95051/unit-1/home/28889824,0,0
"17,99,000","1751 Franck Ave,SANTA CLARA, CA 95051",3.0,1.0,1032.0,,,Single,,1953.0,"$10,067","$1,743",,69,5.0,69.0,8,87,1,16,73,"[{'Bowers Elementary School': '5', 'Juan Cabrillo Middle School': '6', 'Adrian Wilcox High School': '7'}]",90.0,"2,984",56.0,280,1,1,0,1,0,1,1,1,https://www.redfin.com//CA/Santa-Clara/1751-Franck-Ave-95051/home/1175100,0,1
"7,18,000","3001 Kaiser Dr Unit B,SANTA CLARA, CA 95051",2.0,2.0,992.0,,,Condo,$525,1971.0,"$4,543",$724,,39,7.0,62.0,9,72,8,18,77,"[{'Central Park Elementary': '7', 'Neighborhood Christian Center': '-', 'Juan Cabrillo Middle School': '6', 'Santa Clara High School': '6'}]",92.0,,,,1,0,0,1,1,1,1,1,https://www.redfin.com//CA/Santa-Clara/3001-Kaiser-Dr-95051/unit-B/home/1686890,0,0
"7,94,500","1400 Bowe Ave #1501,SANTA CLARA, CA 95051",2.0,2.0,1062.0,,,Condo,$632,1986.0,"$5,078",$748,,65,7.0,65.0,10,102,5,17,78,"[{'Cedarwood Sudbury School': '-', 'Central Park Elementary': '7', 'Juan Cabrillo Middle School': '6', 'Santa Clara High School': '6'}]",92.0,950,64.0,194,1,1,0,1,1,1,1,1,https://www.redfin.com//CA/Santa-Clara/1400-Bowe-Ave-95051/unit-1501/home/735914,0,1
"13,21,940","3578 Rambla Pl 728,Santa Clara, CA 95051",1.0,1.0,1056.0,Active,5.0,Condo,,2022.0,"$7,397","$1,252",,52,8.0,52.0,2,43,1,11,46,"[{'Bracher Elementary School': '6', 'Juan Cabrillo Middle School': '6', 'Adrian Wilcox High School': '7'}]",93.0,"1,314",8.0,22,1,1,1,1,0,1,1,0,https://www.redfin.com//CA/Santa-Clara/3578-Rambla-Pl-95051/unit-408/home/167211566,0,0
"19,98,880","417 Los Padres Blvd,SANTA CLARA, CA 95050",3.0,2.5,2128.0,,,Single,,1955.0,"$11,185",$939,,64,13.0,64.0,6,63,1,21,48,"[{'Westwood Elementary School': '7', 'Buchser Middle School': '5', 'Santa Clara High School': '6'}]",90.0,,,,1,0,0,0,1,1,1,1,https://www.redfin.com//CA/Santa-Clara/417-Los-Padres-Blvd-95050/home/860315,0,1
"18,99,950","3129 El Sobrante St,SANTA CLARA, CA 95051",4.0,2.0,1573.0,,,Single,,1949.0,"$10,632","$1,208",,78,5.0,,8,73,9,18,74,"[{'Pomeroy Elementary School': '4', 'Juan Cabrillo Middle School': '6', 'Santa Clara High School': '6'}]",92.0,"1,832",135.0,138,1,0,0,1,1,1,1,1,https://www.redfin.com//CA/Santa-Clara/3129-El-Sobrante-St-95051/home/1645499,0,0
