List_price,Address,City,State,Beds,Baths,Living_sqft,Property_Type,Year_Built,Est__Mo__Payment,Price_Sq_Ft_,Drought_Score,Walk_score,Neighbourhood_Homes,Transit_score,Groceries_stores,Services,Emergency,Shopping,Food_and_Drink,Competitive_Score,has_supercenter,has_major_indian_grocery,has_major_entertainment,has_indian_restaurant,has_chinese_restaurant,has_mexican_restaurant,has_boba,has_starbucks,property_url,has_mall,Zipcode,No_of_Schools,Average_rating,County
1300000.0,2772 Meadowlark Dr,UNION CITY,CA,3.0,2.0,1392.0,Single,1975.0,7274.0,934.0,66.0,49,24.0,55.0,12,50,3,28,66,93.0,1,0,1,1,1,1,1,0,https://www.redfin.com//CA/Union-City/2772-Meadowlark-Dr-94587/home/1025455,0,94587,3.0,6.0,Alameda
2100000.0,4696 amiens,FREMONT,CA,4.0,2.5,2035.0,Single,1986.0,11751.0,1032.0,66.0,61,28.0,61.0,11,85,1,20,88,93.0,1,0,0,1,1,1,1,1,https://www.redfin.com//CA/Fremont/4696-Amiens-Ave-94555/home/2010870,0,94555,3.0,7.333333333333333,Alameda
1488888.0,35013 Dorchester Ct,NEWARK,CA,5.0,2.0,1858.0,Single,1969.0,8331.0,801.0,66.0,35,13.0,57.0,15,83,4,20,94,93.0,1,0,0,1,1,1,1,1,https://www.redfin.com//CA/Newark/35013-Dorchester-Ct-94560/home/951826,0,94560,4.0,7.333333333333333,Alameda
1099800.0,37822 Taro Ter,NEWARK,CA,3.0,3.0,1540.0,Townhouse,2016.0,6427.0,714.0,66.0,58,5.0,58.0,9,82,4,18,60,96.0,0,1,0,1,1,1,1,1,https://www.redfin.com//CA/Newark/37822-Taro-Ter-94560/home/108460008,0,94560,3.0,9.0,Alameda
1999999.0,4706 Jaques Ct,FREMONT,CA,5.0,2.5,2238.0,Single,1986.0,11191.0,894.0,66.0,61,28.0,61.0,11,85,1,19,85,93.0,1,0,0,1,1,1,1,1,https://www.redfin.com//CA/Fremont/4706-Jaques-Ct-94555/home/1144489,0,94555,0.0,9.0,Alameda
1298888.0,4747 Cortez Ave,FREMONT,CA,3.0,2.0,1168.0,Single,1956.0,7268.0,1112.0,66.0,54,13.0,54.0,8,80,2,24,55,93.0,1,0,0,1,1,1,1,1,https://www.redfin.com//CA/Fremont/4747-Cortez-Ave-94536/home/1990316,0,94536,3.0,6.333333333333333,Alameda
1417195.0,45158 Tom Blalock St Unit 106 B4,FREMONT,CA,2.0,2.0,1688.0,Condo,2023.0,8502.0,840.0,66.0,25,3.0,52.0,8,44,19,13,70,92.0,1,0,0,1,1,1,1,1,https://www.redfin.com//CA/Fremont/45158-Tom-Blalock-St-94539/unit-106-B4/home/179261781,1,94539,0.0,6.333333333333333,Alameda
1449000.0,442 D St,FREMONT,CA,3.0,2.0,1324.0,Single,1955.0,8108.0,1094.0,66.0,65,7.0,65.0,5,36,5,18,37,90.0,1,1,1,1,0,1,0,0,https://www.redfin.com//CA/Fremont/442-D-St-94536/home/1474743,0,94536,3.0,7.0,Alameda
1398000.0,1346 Ocaso Camino,FREMONT,CA,2.0,2.5,2213.0,Townhouse,1979.0,8258.0,632.0,66.0,18,1.0,65.0,2,67,5,18,30,92.0,1,0,1,0,1,1,1,1,https://www.redfin.com//CA/Fremont/1346-Ocaso-Camino-94539/home/1324748,1,94539,3.0,7.0,Alameda
799888.0,6372 Buena Vista Dr Unit B,NEWARK,CA,3.0,2.0,1488.0,Condo,1984.0,4861.0,538.0,66.0,57,9.0,57.0,8,60,1,14,88,96.0,1,1,1,1,1,1,1,1,https://www.redfin.com//CA/Newark/6372-Buena-Vista-Dr-94560/unit-B/home/1927973,1,94560,3.0,7.333333333333333,Alameda
1150000.0,4449 Cherrywood Ave,FREMONT,CA,3.0,1.0,1381.0,Single,1959.0,6435.0,833.0,66.0,39,3.0,57.0,4,71,9,17,42,92.0,1,0,1,1,1,1,1,1,https://www.redfin.com//CA/Fremont/4449-Cherrywood-Ave-94538/home/1113660,1,94538,3.0,7.666666666666667,Alameda
1500000.0,38620 Canyon Heights Dr,FREMONT,CA,4.0,2.0,1822.0,Single,1977.0,8394.0,823.0,66.0,12,3.0,57.0,5,39,5,19,35,93.0,1,1,1,1,0,1,0,1,https://www.redfin.com//CA/Fremont/38620-Canyon-Heights-Dr-94536/home/1470853,0,94536,0.0,7.666666666666667,Alameda
1839000.0,47465 Mantis St,FREMONT,CA,4.0,2.0,1544.0,Single,1969.0,10290.0,1191.0,66.0,35,5.0,57.0,9,50,14,13,62,92.0,1,0,0,1,1,1,1,1,https://www.redfin.com//CA/Fremont/47465-Mantis-St-94539/home/1089971,1,94539,3.0,6.333333333333333,Alameda
725000.0,3658 Capitol Ave Unit 402A,FREMONT,CA,1.0,1.0,728.0,Condo,2019.0,4601.0,996.0,66.0,90,3.0,54.0,14,52,3,20,75,92.0,1,1,1,1,1,1,1,1,https://www.redfin.com//CA/Fremont/3658-Capitol-Ave-94538/unit-402A/home/168824273,0,94538,3.0,7.666666666666667,Alameda
1499000.0,36288 Saxon Ct,NEWARK,CA,4.0,2.5,1453.0,Single,1971.0,8388.0,1032.0,66.0,19,13.0,54.0,10,73,3,19,65,93.0,1,0,0,1,1,1,1,1,https://www.redfin.com//CA/Newark/36288-Saxon-Ct-94560/home/860305,0,94560,3.0,5.0,Alameda
599000.0,3648 Birchwood Ter #113,FREMONT,CA,2.0,2.0,988.0,Condo,1984.0,3900.0,606.0,66.0,85,11.0,62.0,4,77,3,16,45,90.0,1,0,0,1,1,1,1,0,https://www.redfin.com//CA/Fremont/3648-Birchwood-Ter-94536/unit-113/home/1214153,0,94536,3.0,5.0,Alameda
599900.0,3580 Birchwood Ter #206,FREMONT,CA,2.0,2.0,1061.0,Condo,1984.0,3905.0,565.0,66.0,69,11.0,69.0,4,76,3,16,45,90.0,1,0,0,1,1,1,1,0,https://www.redfin.com//CA/Fremont/3580-Birchwood-Ter-94536/unit-206/home/1558678,0,94536,3.0,7.666666666666667,Alameda
1099800.0,43220 Giovanni Ter,FREMONT,CA,2.0,2.5,1196.0,Townhouse,2006.0,6442.0,920.0,66.0,61,5.0,61.0,2,66,7,19,30,92.0,1,0,1,1,1,1,1,1,https://www.redfin.com//CA/Fremont/43220-Giovanni-Ter-94539/home/12115760,1,94539,3.0,6.0,Alameda
1499950.0,3897 Jersey Rd,FREMONT,CA,4.0,2.5,1724.0,Single,1993.0,8437.0,870.0,66.0,52,3.0,52.0,5,50,9,20,39,92.0,1,0,1,1,1,1,1,1,https://www.redfin.com//CA/Fremont/3897-Jersey-Rd-94538/home/1513188,1,94538,4.0,6.0,Alameda
1495000.0,2633 Forrest Ct,FREMONT,CA,3.0,2.0,1399.0,Single,1960.0,8425.0,1069.0,66.0,58,1.0,58.0,8,38,5,11,54,95.0,1,1,1,1,1,1,1,1,https://www.redfin.com//CA/Fremont/2633-Forrest-Ct-94536/home/1636220,0,94536,3.0,7.0,Alameda
1149900.0,37972 Bright Cmn,FREMONT,CA,3.0,2.5,1717.0,Townhouse,1978.0,6739.0,670.0,66.0,58,4.0,58.0,5,50,4,14,46,90.0,1,1,0,1,1,1,1,1,https://www.redfin.com//CA/Fremont/37972-Bright-Cmn-94536/home/1992490,0,94536,3.0,8.333333333333334,Alameda
891000.0,34643 Musk Ter,FREMONT,CA,3.0,2.0,1064.0,Condo,1987.0,5321.0,837.0,66.0,51,3.0,51.0,13,82,1,20,82,93.0,1,0,0,1,1,1,1,1,https://www.redfin.com//CA/Fremont/34643-Musk-Ter-94555/home/1143770,0,94555,3.0,8.333333333333334,Alameda
1970440.0,45347 Lumen Terrace Way 102,FREMONT,CA,4.0,3.5,2493.0,Condo,2022.0,11026.0,790.0,66.0,27,3.0,51.0,8,44,18,13,70,92.0,1,0,0,1,1,1,1,1,https://www.redfin.com//CA/Fremont/45347-Lumen-Ter-94539/home/178993931,1,94539,3.0,7.333333333333333,Alameda
1679095.0,45158 Tom Blalock Way 307,FREMONT,CA,3.0,3.5,2392.0,Condo,2022.0,9396.0,702.0,66.0,25,3.0,52.0,8,44,19,13,70,92.0,1,0,0,1,1,1,1,1,https://www.redfin.com//CA/Fremont/45158-Tom-Blalock-St-94539/home/177943120,1,94539,3.0,6.333333333333333,Alameda
1856652.0,47560 Kinner Falls Cmn,FREMONT,CA,3.0,3.5,2029.0,Single,2021.0,10677.0,915.0,66.0,58,4.0,58.0,7,47,16,10,57,92.0,1,0,0,1,1,1,1,1,https://www.redfin.com//CA/Fremont/47560-Kinner-Falls-Cmn-94539/home/168827834,0,94539,4.0,6.333333333333333,Alameda
2999999.0,3207 Washington Blvd,FREMONT,CA,4.0,4.5,2364.0,Single,1952.0,16787.0,1269.0,66.0,70,5.0,58.0,6,80,12,18,43,90.0,1,0,1,1,1,1,1,1,https://www.redfin.com//CA/Fremont/3207-Washington-Blvd-94539/home/1377816,0,94539,3.0,6.333333333333333,Alameda
1468000.0,38539 Mission Blvd,FREMONT,CA,3.0,2.5,1448.0,Single,2022.0,8493.0,1014.0,66.0,37,5.0,64.0,5,37,6,22,39,90.0,1,1,1,1,0,1,0,1,https://www.redfin.com//CA/Fremont/38539-Mission-Blvd-94536/home/1074436,0,94536,3.0,5.0,Alameda
1478195.0,45158 Tom Blalock St Unit 209 B4,FREMONT,CA,3.0,3.0,1886.0,Condo,2023.0,8843.0,784.0,66.0,25,3.0,52.0,8,44,19,13,70,92.0,1,0,0,1,1,1,1,1,https://www.redfin.com//CA/Fremont/45158-Tom-Blalock-St-94539/unit-209-B4/home/178601459,1,94539,3.0,7.666666666666667,Alameda
1302195.0,45158 Tom Blalock St Unit 206 B4,FREMONT,CA,2.0,2.0,1678.0,Condo,2023.0,7859.0,776.0,66.0,25,3.0,52.0,8,44,19,13,70,92.0,1,0,0,1,1,1,1,1,https://www.redfin.com//CA/Fremont/45158-Tom-Blalock-St-94539/unit-206-B4/home/178553372,1,94539,3.0,7.666666666666667,Alameda
1013725.0,202 Mission Falls Ln,FREMONT,CA,2.0,2.5,1496.0,Condo,2022.0,6172.0,678.0,66.0,72,3.0,66.0,7,47,17,9,57,92.0,1,0,0,1,1,1,1,1,https://www.redfin.com//CA/Fremont/202-Mission-Falls-Ln-94539/home/178482826,0,94539,3.0,7.0,Alameda
1494195.0,45158 Tom Blalock St Unit 109 B4,FREMONT,CA,3.0,2.0,1886.0,Condo,2023.0,8933.0,792.0,66.0,25,3.0,52.0,8,44,19,13,70,92.0,1,0,0,1,1,1,1,1,https://www.redfin.com//CA/Fremont/45158-Tom-Blalock-St-94539/unit-109-B4/home/178420556,1,94539,3.0,7.0,Alameda
1085995.0,Victoria Station At Metro W Unit null,FREMONT,CA,2.0,2.0,1336.0,Condo,2022.0,6077.0,813.0,66.0,36,3.0,51.0,3,31,2,11,30,92.0,1,0,0,0,1,1,1,1,https://www.redfin.com//CA/Fremont/Victoria-Station-At-Metro-W-94538/unit-null/home/178647872,1,94538,3.0,8.0,Alameda
1100000.0,43674 ELLSWORTH St #2,FREMONT,CA,2.0,2.0,1068.0,Condo,1994.0,6442.0,1030.0,66.0,59,1.0,59.0,3,64,6,14,28,92.0,1,0,1,0,1,1,1,1,https://www.redfin.com//CA/Fremont/43674-Ellsworth-St-94539/unit-2/home/1697557,1,94539,4.0,8.0,Alameda
1998950.0,3312 Trafalgar Rd,FREMONT,CA,4.0,2.5,1673.0,Single,1976.0,11185.0,1195.0,66.0,54,28.0,54.0,15,61,3,25,78,93.0,1,0,1,1,1,1,1,1,https://www.redfin.com//CA/Fremont/3312-Trafalgar-Rd-94555/home/1817691,1,94555,4.0,8.0,Alameda
1200000.0,47358 Grizzly Falls Cmn,FREMONT,CA,3.0,3.5,2333.0,Condo,2021.0,7215.0,514.0,66.0,58,3.0,58.0,7,47,16,10,57,92.0,1,0,0,1,1,1,1,1,https://www.redfin.com//CA/Fremont/47358-Grizzly-Falls-Cmn-94539/home/176858511,0,94539,4.0,8.0,Alameda
1629385.0,1838 Kilowatt Way Unit 302 F4,FREMONT,CA,3.0,2.5,1890.0,Condo,2022.0,9688.0,862.0,66.0,17,3.0,51.0,8,44,18,13,68,92.0,1,0,0,1,1,1,1,1,https://www.redfin.com//CA/Fremont/1838-Kilowatt-Way-94539/unit-302-F4/home/177915201,1,94539,3.0,8.333333333333334,Alameda
999950.0,5059 Bronte Ct,FREMONT,CA,3.0,2.0,1097.0,Single,1962.0,5595.0,912.0,66.0,52,29.0,52.0,5,62,1,14,56,90.0,1,1,0,1,1,1,1,1,https://www.redfin.com//CA/Fremont/5059-Bronte-Ct-94538/home/1444229,1,94538,3.0,6.333333333333333,Alameda
1186550.0,47368 Grizzly Falls Cmn,FREMONT,CA,3.0,3.5,2242.0,Condo,2021.0,7140.0,529.0,66.0,58,3.0,58.0,7,47,16,10,57,92.0,1,0,0,1,1,1,1,1,https://www.redfin.com//CA/Fremont/47368-Grizzly-Falls-Cmn-94539/home/176858513,0,94539,4.0,6.333333333333333,Alameda
3399900.0,21782 Lindy Ln,CUPERTINO,CA,4.0,2.0,2354.0,Single,1971.0,19025.0,1444.0,66.0,11,4.0,58.0,10,80,2,12,69,93.0,1,1,1,1,1,1,1,0,https://www.redfin.com//CA/Cupertino/21782-Lindy-Ln-95014/home/1579111,0,95014,4.0,6.333333333333333,Santa Clara
899000.0,6973 Chantel Ct,SAN JOSE,CA,2.0,2.5,1051.0,Condo,1987.0,5457.0,855.0,66.0,55,4.0,55.0,8,75,2,18,67,92.0,1,1,0,1,1,1,1,1,https://www.redfin.com//CA/San-Jose/6973-Chantel-Ct-95129/home/1740407,0,95129,4.0,6.333333333333333,Santa Clara
2388000.0,10481 N Stelling Rd,CUPERTINO,CA,2.0,1.0,1191.0,Single,1950.0,13362.0,2005.0,66.0,63,1.0,63.0,12,80,5,11,65,93.0,1,0,1,1,1,1,1,1,https://www.redfin.com//CA/Cupertino/10481-N-Stelling-Rd-95014/home/1752807,0,95014,4.0,6.333333333333333,Santa Clara
3647000.0,10816 Linda Vista Dr,CUPERTINO,CA,5.0,3.0,2736.0,Single,1968.0,20407.0,1333.0,66.0,14,9.0,63.0,13,91,5,13,63,93.0,1,0,1,1,1,1,1,1,https://www.redfin.com//CA/Cupertino/10816-Linda-Vista-Dr-95014/home/1683912,1,95014,3.0,7.333333333333333,Santa Clara
2988000.0,21426 Rumford Dr,CUPERTINO,CA,4.0,2.5,2146.0,Single,1968.0,16720.0,1392.0,66.0,20,1.0,63.0,12,84,5,12,65,93.0,1,0,1,1,1,1,1,1,https://www.redfin.com//CA/Cupertino/21426-Rumford-Dr-95014/home/774226,0,95014,3.0,6.333333333333333,Santa Clara
999888.0,19999 Stevens Creek Blvd #207,CUPERTINO,CA,2.0,2.0,1192.0,Condo,2003.0,6062.0,839.0,66.0,76,3.0,63.0,6,66,1,6,80,92.0,0,0,0,1,1,1,1,1,https://www.redfin.com//CA/Cupertino/19999-Stevens-Creek-Blvd-95014/unit-207/home/1547828,0,95014,4.0,6.333333333333333,Santa Clara
3388000.0,10366 Heney Creek Pl,CUPERTINO,CA,4.0,3.0,3284.0,Single,1979.0,18958.0,1032.0,66.0,29,9.0,54.0,11,87,1,11,46,93.0,1,1,1,1,1,1,1,1,https://www.redfin.com//CA/Cupertino/10366-Heney-Creek-Pl-95014/home/861003,1,95014,4.0,6.333333333333333,Santa Clara
2888000.0,7565 Tiptoe Ln,CUPERTINO,CA,5.0,3.0,2057.0,Single,1960.0,16160.0,1404.0,66.0,63,5.0,63.0,11,81,2,15,73,93.0,1,1,1,1,1,1,1,1,https://www.redfin.com//CA/Cupertino/7565-Tiptoe-Ln-95014/home/712562,0,95014,4.0,6.333333333333333,Santa Clara
2198000.0,943 Brookgrove Ln,CUPERTINO,CA,4.0,2.0,1432.0,Single,1960.0,12299.0,1535.0,66.0,69,9.0,69.0,7,70,1,19,91,92.0,1,0,0,1,1,0,1,1,https://www.redfin.com//CA/Cupertino/943-Brookgrove-Ln-95014/home/1065812,1,95014,4.0,7.0,Santa Clara
2898000.0,22286 S De Anza Cir,CUPERTINO,CA,4.0,2.5,2429.0,Single,1967.0,16216.0,1193.0,66.0,37,9.0,69.0,13,85,6,14,61,93.0,1,0,1,1,1,1,1,1,https://www.redfin.com//CA/CUPERTINO/22286-S-DE-ANZA-CIR-95014/home/781003,1,95014,3.0,9.0,Santa Clara
4195000.0,10288 Richwood Dr,CUPERTINO,CA,5.0,4.0,2770.0,Single,2005.0,23474.0,1514.0,66.0,66,9.0,66.0,6,64,1,9,90,93.0,1,0,0,1,1,1,1,1,https://www.redfin.com//CA/Cupertino/10288-Richwood-Dr-95014/home/625344,0,95014,3.0,9.0,Santa Clara
2848000.0,7503 Fallenleaf Ln,CUPERTINO,CA,3.0,2.5,1973.0,Single,1960.0,15936.0,1443.0,66.0,67,5.0,67.0,11,86,2,16,69,93.0,1,1,1,1,1,1,1,1,https://www.redfin.com//CA/Cupertino/7503-Fallenleaf-Ln-95014/home/1097496,0,95014,3.0,9.0,Santa Clara
2100000.0,20082 Forest Ave,CUPERTINO,CA,3.0,2.0,1187.0,Single,1953.0,11751.0,1769.0,66.0,72,9.0,67.0,9,64,1,8,74,92.0,1,0,0,1,1,1,1,1,https://www.redfin.com//CA/Cupertino/20082-Forest-Ave-95014/home/763166,0,95014,3.0,9.0,Santa Clara
1268000.0,10803 Northoak Sq,CUPERTINO,CA,2.0,2.0,1060.0,Condo,1973.0,7525.0,1196.0,66.0,41,3.0,67.0,9,75,1,15,78,92.0,1,0,0,1,1,1,1,1,https://www.redfin.com//CA/Cupertino/10803-Northoak-Sq-95014/home/1486940,0,95014,3.0,9.0,Santa Clara
2900000.0,10301 Stonydale Dr,CUPERTINO,CA,4.0,2.5,2282.0,Single,1965.0,16227.0,1271.0,66.0,24,1.0,67.0,11,79,1,12,52,93.0,1,1,1,1,1,1,1,1,https://www.redfin.com//CA/Cupertino/10301-Stonydale-Dr-95014/home/774684,1,95014,3.0,9.0,Santa Clara
4350000.0,22365 Regnart Rd,CUPERTINO,CA,4.0,3.5,3813.0,Single,1981.0,24404.0,1141.0,66.0,1,4.0,67.0,6,75,2,12,62,93.0,0,1,1,1,1,0,1,0,https://www.redfin.com//CA/Cupertino/22365-Regnart-Rd-95014/home/788161,0,95014,3.0,9.0,Santa Clara
3695000.0,10270 Sterling Blvd,CUPERTINO,CA,4.0,4.0,2364.0,Single,2022.0,20676.0,1563.0,66.0,46,9.0,66.0,8,85,3,18,74,92.0,1,0,0,1,1,0,1,1,https://www.redfin.com//CA/Cupertino/10270-Sterling-Blvd-95014/home/784829,1,95014,3.0,9.0,Santa Clara
3950000.0,15681 Montebello Rd,CUPERTINO,CA,4.0,4.5,5400.0,Single,1980.0,22103.0,731.0,71.0,0,24.0,66.0,13,72,1,13,41,94.0,1,1,1,1,1,0,0,1,https://www.redfin.com//CA/Cupertino/15681-Montebello-Rd-95014/home/11893969,1,95014,3.0,9.0,Santa Clara
3900000.0,915 Saint Joseph Ave,LOS ALTOS,CA,4.0,2.5,2733.0,Single,1941.0,21823.0,1427.0,71.0,10,2.0,66.0,9,71,9,12,21,92.0,1,0,1,0,1,0,0,1,https://www.redfin.com//CA/Los-Altos/915-St-Joseph-Ave-94024/home/1364924,1,94024,3.0,9.0,Santa Clara
2788000.0,10395 Judy Ave,CUPERTINO,CA,3.0,2.0,1323.0,Single,1949.0,15601.0,2107.0,71.0,53,9.0,53.0,7,83,2,18,87,92.0,1,0,0,1,1,0,1,1,https://www.redfin.com//CA/Cupertino/10395-Judy-Ave-95014/home/1294078,1,95014,3.0,9.0,Santa Clara
3288000.0,13360 Montebello Rd,CUPERTINO,CA,5.0,4.0,3196.0,Single,1983.0,18399.0,1029.0,71.0,3,24.0,53.0,10,62,1,17,55,94.0,1,1,1,0,1,0,1,1,https://www.redfin.com//CA/Cupertino/13360-Montebello-Rd-95014/home/551243,1,95014,3.0,9.0,Santa Clara
4098000.0,10618 Gascoigne Dr,CUPERTINO,CA,6.0,4.0,2653.0,Single,2022.0,22931.0,1545.0,71.0,22,9.0,53.0,8,83,2,16,79,92.0,1,0,0,1,1,1,1,1,https://www.redfin.com//CA/Cupertino/10618-Gascoigne-Dr-95014/home/1214480,1,95014,3.0,9.0,Santa Clara
818000.0,10251 Nile Dr,CUPERTINO,CA,1.0,1.0,884.0,Condo,1985.0,5088.0,925.0,71.0,73,3.0,53.0,9,70,1,13,68,92.0,1,0,0,1,1,1,1,1,https://www.redfin.com//CA/Cupertino/10251-Nile-Dr-95014/home/789941,0,95014,3.0,9.0,Santa Clara
799888.0,17950 Stevens Canyon Rd,CUPERTINO,CA,2.0,1.0,850.0,Single,1920.0,4476.0,941.0,65.0,0,24.0,53.0,10,63,13,10,39,94.0,1,1,1,0,1,0,0,1,https://www.redfin.com//CA/Cupertino/17950-Stevens-Canyon-Rd-95014/home/786334,1,95014,3.0,9.0,Santa Clara
2395000.0,11041 Stevens Canyon Rd,CUPERTINO,CA,2.0,1.0,900.0,Single,1940.0,13402.0,2661.0,66.0,34,1.0,53.0,12,82,7,15,59,93.0,1,0,1,1,1,1,1,1,https://www.redfin.com//CA/Cupertino/11041-Stevens-Canyon-Rd-95014/home/12343865,1,95014,3.0,9.0,Santa Clara
3488000.0,18771 #4 Homestead Rd,SUNNYVALE,CA,4.0,3.5,3075.0,Single,2020.0,19518.0,1134.0,66.0,68,9.0,68.0,8,87,1,14,79,92.0,1,0,0,1,1,1,1,1,https://www.redfin.com//CA/Sunnyvale/18771-4-Homestead-Rd-94087/home/174017849,1,94087,3.0,9.0,Santa Clara
2788000.0,10530 Stokes Ave,CUPERTINO,CA,5.0,3.0,2440.0,Single,1970.0,15601.0,1143.0,66.0,27,1.0,60.0,13,76,1,14,56,93.0,1,1,1,1,1,1,1,1,https://www.redfin.com//CA/Cupertino/10530-Stokes-Ave-95014/home/776093,1,95014,3.0,9.0,Santa Clara
3500000.0,13119 Montebello Rd,CUPERTINO,CA,3.0,2.0,1100.0,Single,2020.0,19585.0,3182.0,61.0,2,24.0,60.0,9,63,1,12,57,94.0,1,1,1,1,1,0,1,1,https://www.redfin.com//CA/Cupertino/13119-Montebello-Rd-95014/home/168878875,1,95014,3.0,7.333333333333333,Santa Clara
2450000.0,6179 Shadygrove Dr,CUPERTINO,CA,4.0,2.0,1516.0,Single,1961.0,13709.0,1616.0,61.0,64,9.0,64.0,7,65,1,18,90,92.0,1,0,0,1,1,0,1,1,https://www.redfin.com//CA/Cupertino/6179-Shadygrove-Dr-95014/home/1550417,1,95014,3.0,7.666666666666667,Santa Clara
1995000.0,1029 Miller Ave,SAN JOSE,CA,4.0,2.0,1273.0,Single,1959.0,11163.0,1567.0,61.0,71,1.0,64.0,7,66,1,11,93,93.0,1,1,0,1,1,1,1,1,https://www.redfin.com//CA/San-Jose/1029-Miller-Ave-95129/home/793666,0,95129,0.0,7.666666666666667,Santa Clara
1269000.0,20488 Stevens Creek Blvd #2201,CUPERTINO,CA,2.0,2.0,1296.0,Condo,2003.0,7712.0,979.0,61.0,82,3.0,64.0,10,75,1,10,61,92.0,1,0,0,1,1,1,1,1,https://www.redfin.com//CA/Cupertino/20488-Stevens-Creek-Blvd-95014/unit-2201/home/1051667,0,95014,4.0,7.666666666666667,Santa Clara
5298800.0,22248 Hammond Way,CUPERTINO,CA,4.0,4.0,4392.0,Single,2000.0,29650.0,1206.0,61.0,5,9.0,64.0,10,68,4,10,28,93.0,1,0,1,0,1,0,0,1,https://www.redfin.com//CA/Cupertino/22248-Hammond-Way-95014/home/1503941,1,95014,3.0,6.666666666666667,Santa Clara
2888889.0,10466 Byrne Ave,CUPERTINO,CA,4.0,4.0,2834.0,Single,1935.0,16165.0,1019.0,61.0,38,9.0,66.0,13,92,4,11,55,93.0,1,0,1,1,1,1,1,1,https://www.redfin.com//CA/Cupertino/10466-Byrne-Ave-95014/home/1025394,1,95014,0.0,6.666666666666667,Santa Clara
2480000.0,7535 Kirwin Ln,CUPERTINO,CA,3.0,2.0,1388.0,Single,1959.0,13877.0,1787.0,61.0,75,5.0,66.0,11,87,2,11,63,93.0,1,1,1,1,1,1,1,1,https://www.redfin.com//CA/Cupertino/7535-Kirwin-Ln-95014/home/1567366,0,95014,3.0,9.333333333333334,Santa Clara
2888000.0,10425 FARALLONE Dr,CUPERTINO,CA,3.0,2.0,1413.0,Single,1959.0,16160.0,2044.0,61.0,62,9.0,62.0,9,80,1,13,68,93.0,1,1,0,1,1,1,1,1,https://www.redfin.com//CA/Cupertino/10425-Farallone-Dr-95014/home/1141371,0,95014,3.0,9.333333333333334,Santa Clara
2498000.0,7974 Pumpkin Dr,CUPERTINO,CA,3.0,2.0,1677.0,Single,1963.0,13978.0,1490.0,61.0,16,5.0,62.0,12,90,1,12,64,93.0,1,1,1,1,1,1,1,1,https://www.redfin.com//CA/Cupertino/7974-Pumpkin-Dr-95014/home/785284,0,95014,3.0,8.666666666666666,Santa Clara
2400000.0,10420 Oakville Ave,CUPERTINO,CA,3.0,2.0,1392.0,Single,1959.0,13430.0,1724.0,61.0,55,9.0,55.0,7,66,1,9,96,93.0,1,0,0,1,1,1,1,1,https://www.redfin.com//CA/Cupertino/10420-Oakville-Ave-95014/home/790544,0,95014,3.0,9.0,Santa Clara
2488000.0,10640 Johansen Dr,CUPERTINO,CA,4.0,2.5,2201.0,Single,1953.0,13922.0,1130.0,61.0,52,9.0,52.0,7,85,2,20,90,92.0,1,0,0,1,1,0,1,1,https://www.redfin.com//CA/Cupertino/10640-Johansen-Dr-95014/home/796846,1,95014,3.0,8.666666666666666,Santa Clara
7488000.0,55 Waverley Oaks,PALO ALTO,CA,3.0,3.5,3743.0,Single,1928.0,41900.0,2001.0,61.0,71,2.0,52.0,7,76,12,8,58,92.0,1,0,1,1,1,1,1,1,https://www.redfin.com//CA/Palo-Alto/55-Waverley-Oaks-94301/home/1338723,0,94301,3.0,8.333333333333334,Santa Clara
3995000.0,1030 Paradise Way,PALO ALTO,CA,4.0,2.0,1964.0,Single,1964.0,22355.0,2034.0,61.0,29,3.0,52.0,7,55,2,8,55,99.0,1,0,1,0,1,1,0,1,https://www.redfin.com//CA/Palo-Alto/1030-Paradise-Way-94306/home/1302363,0,94306,3.0,9.0,Santa Clara
2695000.0,411 Stanford Ave,PALO ALTO,CA,3.0,2.0,988.0,Single,1906.0,15080.0,2728.0,61.0,96,1.0,52.0,8,70,2,4,55,90.0,1,0,1,1,1,1,1,1,https://www.redfin.com//CA/Palo-Alto/411-Stanford-Ave-94306/home/1082431,0,94306,3.0,8.666666666666666,Santa Clara
1600000.0,2130 Bowdoin St,PALO ALTO,CA,1.0,1.0,636.0,Single,1931.0,9203.0,2516.0,61.0,46,2.0,52.0,7,68,2,4,54,90.0,0,0,1,1,1,1,0,1,https://www.redfin.com//CA/Palo-Alto/2130-Bowdoin-St-94306/home/1005461,0,94306,3.0,7.666666666666667,Santa Clara
2895000.0,108 Clover Ln,MENLO PARK,CA,3.0,2.0,1540.0,Single,1965.0,16199.0,1880.0,66.0,74,5.0,52.0,4,41,3,5,73,90.0,1,0,1,1,1,0,1,1,https://www.redfin.com//CA/Menlo-Park/108-Clover-Ln-94025/home/858661,0,94025,3.0,9.0,Alameda
3500000.0,2261 Saint Francis Dr,PALO ALTO,CA,4.0,3.5,2268.0,Single,2008.0,19585.0,1543.0,66.0,55,4.0,55.0,4,47,1,11,31,90.0,1,0,1,0,0,1,1,1,https://www.redfin.com//CA/Palo-Alto/2261-St-Francis-Dr-94303/home/1171904,0,94303,3.0,8.666666666666666,Santa Clara
